,Play,ActSceneLine,Player
30814,Cymbeline,4.2.7,IMOGEN
30815,Cymbeline,4.2.8,GUIDERIUS
30816,Cymbeline,4.2.9,IMOGEN
30817,Cymbeline,4.2.10,IMOGEN
30818,Cymbeline,4.2.11,IMOGEN
30819,Cymbeline,4.2.12,IMOGEN
30820,Cymbeline,4.2.13,IMOGEN
30821,Cymbeline,4.2.14,IMOGEN
30822,Cymbeline,4.2.15,IMOGEN
30823,Cymbeline,4.2.16,IMOGEN
30824,Cymbeline,4.2.17,IMOGEN
30825,Cymbeline,4.2.18,IMOGEN
30826,Cymbeline,4.2.19,GUIDERIUS
30827,Cymbeline,4.2.20,GUIDERIUS
30828,Cymbeline,4.2.21,GUIDERIUS
30829,Cymbeline,4.2.22,BELARIUS
30830,Cymbeline,4.2.23,ARVIRAGUS
30831,Cymbeline,4.2.24,ARVIRAGUS
30832,Cymbeline,4.2.25,ARVIRAGUS
30833,Cymbeline,4.2.26,ARVIRAGUS
30834,Cymbeline,4.2.27,ARVIRAGUS
30835,Cymbeline,4.2.28,ARVIRAGUS
30836,Cymbeline,4.2.29,BELARIUS
30837,Cymbeline,4.2.30,BELARIUS
30838,Cymbeline,4.2.31,BELARIUS
30839,Cymbeline,4.2.32,BELARIUS
30840,Cymbeline,4.2.33,BELARIUS
30841,Cymbeline,4.2.34,BELARIUS
30842,Cymbeline,4.2.35,BELARIUS
30843,Cymbeline,4.2.36,ARVIRAGUS
30844,Cymbeline,4.2.37,IMOGEN
30845,Cymbeline,4.2.38,ARVIRAGUS
30846,Cymbeline,4.2.39,IMOGEN
30847,Cymbeline,4.2.40,IMOGEN
30848,Cymbeline,4.2.41,IMOGEN
30849,Cymbeline,4.2.42,IMOGEN
30850,Cymbeline,4.2.43,IMOGEN
30851,Cymbeline,4.2.44,IMOGEN
30852,Cymbeline,4.2.45,IMOGEN
30853,Cymbeline,4.2.46,IMOGEN
30855,Cymbeline,4.2.47,GUIDERIUS
30856,Cymbeline,4.2.48,GUIDERIUS
30857,Cymbeline,4.2.49,GUIDERIUS
30858,Cymbeline,4.2.50,ARVIRAGUS
30859,Cymbeline,4.2.51,ARVIRAGUS
30860,Cymbeline,4.2.52,BELARIUS
30861,Cymbeline,4.2.53,BELARIUS
30862,Cymbeline,4.2.54,ARVIRAGUS
30863,Cymbeline,4.2.55,BELARIUS
30864,Cymbeline,4.2.56,BELARIUS
30865,Cymbeline,4.2.57,IMOGEN
30866,Cymbeline,4.2.58,IMOGEN
30867,Cymbeline,4.2.59,BELARIUS
30869,Cymbeline,4.2.60,BELARIUS
30870,Cymbeline,4.2.61,BELARIUS
30871,Cymbeline,4.2.62,ARVIRAGUS
30872,Cymbeline,4.2.63,GUIDERIUS
30873,Cymbeline,4.2.64,GUIDERIUS
30874,Cymbeline,4.2.65,GUIDERIUS
30875,Cymbeline,4.2.66,GUIDERIUS
30876,Cymbeline,4.2.67,ARVIRAGUS
30877,Cymbeline,4.2.68,ARVIRAGUS
30878,Cymbeline,4.2.69,ARVIRAGUS
30879,Cymbeline,4.2.70,ARVIRAGUS
30880,Cymbeline,4.2.71,ARVIRAGUS
30881,Cymbeline,4.2.72,ARVIRAGUS
30882,Cymbeline,4.2.73,GUIDERIUS
30883,Cymbeline,4.2.74,GUIDERIUS
30884,Cymbeline,4.2.75,GUIDERIUS
30885,Cymbeline,4.2.76,ARVIRAGUS
30886,Cymbeline,4.2.77,ARVIRAGUS
30887,Cymbeline,4.2.78,ARVIRAGUS
30888,Cymbeline,4.2.79,BELARIUS
30889,Cymbeline,4.2.80,BELARIUS
30891,Cymbeline,4.2.81,CLOTEN
30892,Cymbeline,4.2.82,CLOTEN
30893,Cymbeline,4.2.83,BELARIUS
30894,Cymbeline,4.2.84,BELARIUS
30895,Cymbeline,4.2.85,BELARIUS
30896,Cymbeline,4.2.86,BELARIUS
30897,Cymbeline,4.2.87,BELARIUS
30898,Cymbeline,4.2.88,GUIDERIUS
30899,Cymbeline,4.2.89,GUIDERIUS
30900,Cymbeline,4.2.90,GUIDERIUS
30902,Cymbeline,4.2.91,CLOTEN
30903,Cymbeline,4.2.92,CLOTEN
30904,Cymbeline,4.2.93,CLOTEN
30905,Cymbeline,4.2.94,GUIDERIUS
30906,Cymbeline,4.2.95,GUIDERIUS
30907,Cymbeline,4.2.96,GUIDERIUS
30908,Cymbeline,4.2.97,CLOTEN
30909,Cymbeline,4.2.98,CLOTEN
30910,Cymbeline,4.2.99,GUIDERIUS
30911,Cymbeline,4.2.100,GUIDERIUS
30912,Cymbeline,4.2.101,GUIDERIUS
30913,Cymbeline,4.2.102,GUIDERIUS
30914,Cymbeline,4.2.103,GUIDERIUS
30915,Cymbeline,4.2.104,CLOTEN
30916,Cymbeline,4.2.105,CLOTEN
30917,Cymbeline,4.2.106,GUIDERIUS
30918,Cymbeline,4.2.107,GUIDERIUS
30919,Cymbeline,4.2.108,GUIDERIUS
30920,Cymbeline,4.2.109,CLOTEN
30921,Cymbeline,4.2.110,CLOTEN
30922,Cymbeline,4.2.111,GUIDERIUS
30923,Cymbeline,4.2.112,GUIDERIUS
30924,Cymbeline,4.2.113,GUIDERIUS
30925,Cymbeline,4.2.114,CLOTEN
30926,Cymbeline,4.2.115,CLOTEN
30927,Cymbeline,4.2.116,GUIDERIUS
30928,Cymbeline,4.2.117,CLOTEN
30929,Cymbeline,4.2.118,GUIDERIUS
30930,Cymbeline,4.2.119,GUIDERIUS
30931,Cymbeline,4.2.120,GUIDERIUS
30932,Cymbeline,4.2.121,GUIDERIUS
30933,Cymbeline,4.2.122,CLOTEN
30934,Cymbeline,4.2.123,CLOTEN
30935,Cymbeline,4.2.124,CLOTEN
30936,Cymbeline,4.2.125,GUIDERIUS
30937,Cymbeline,4.2.126,GUIDERIUS
30938,Cymbeline,4.2.127,CLOTEN
30939,Cymbeline,4.2.128,GUIDERIUS
30940,Cymbeline,4.2.129,GUIDERIUS
30941,Cymbeline,4.2.130,CLOTEN
30942,Cymbeline,4.2.131,CLOTEN
30943,Cymbeline,4.2.132,CLOTEN
30944,Cymbeline,4.2.133,CLOTEN
30945,Cymbeline,4.2.134,CLOTEN
30948,Cymbeline,4.2.135,BELARIUS
30949,Cymbeline,4.2.136,ARVIRAGUS
30950,Cymbeline,4.2.137,BELARIUS
30951,Cymbeline,4.2.138,BELARIUS
30952,Cymbeline,4.2.139,BELARIUS
30953,Cymbeline,4.2.140,BELARIUS
30954,Cymbeline,4.2.141,BELARIUS
30955,Cymbeline,4.2.142,ARVIRAGUS
30956,Cymbeline,4.2.143,ARVIRAGUS
30957,Cymbeline,4.2.144,ARVIRAGUS
30958,Cymbeline,4.2.145,BELARIUS
30959,Cymbeline,4.2.146,BELARIUS
30960,Cymbeline,4.2.147,BELARIUS
30961,Cymbeline,4.2.148,BELARIUS
30963,Cymbeline,4.2.149,GUIDERIUS
30964,Cymbeline,4.2.150,GUIDERIUS
30965,Cymbeline,4.2.151,GUIDERIUS
30966,Cymbeline,4.2.152,GUIDERIUS
30967,Cymbeline,4.2.153,GUIDERIUS
30968,Cymbeline,4.2.154,BELARIUS
30969,Cymbeline,4.2.155,GUIDERIUS
30970,Cymbeline,4.2.156,GUIDERIUS
30971,Cymbeline,4.2.157,GUIDERIUS
30972,Cymbeline,4.2.158,GUIDERIUS
30973,Cymbeline,4.2.159,GUIDERIUS
30974,Cymbeline,4.2.160,GUIDERIUS
30975,Cymbeline,4.2.161,BELARIUS
30976,Cymbeline,4.2.162,GUIDERIUS
30977,Cymbeline,4.2.163,GUIDERIUS
30978,Cymbeline,4.2.164,GUIDERIUS
30979,Cymbeline,4.2.165,GUIDERIUS
30980,Cymbeline,4.2.166,GUIDERIUS
30981,Cymbeline,4.2.167,GUIDERIUS
30982,Cymbeline,4.2.168,GUIDERIUS
30983,Cymbeline,4.2.169,BELARIUS
30984,Cymbeline,4.2.170,BELARIUS
30985,Cymbeline,4.2.171,BELARIUS
30986,Cymbeline,4.2.172,BELARIUS
30987,Cymbeline,4.2.173,BELARIUS
30988,Cymbeline,4.2.174,BELARIUS
30989,Cymbeline,4.2.175,BELARIUS
30990,Cymbeline,4.2.176,BELARIUS
30991,Cymbeline,4.2.177,BELARIUS
30992,Cymbeline,4.2.178,BELARIUS
30993,Cymbeline,4.2.179,BELARIUS
30994,Cymbeline,4.2.180,BELARIUS
30995,Cymbeline,4.2.181,BELARIUS
30996,Cymbeline,4.2.182,BELARIUS
30997,Cymbeline,4.2.183,BELARIUS
30998,Cymbeline,4.2.184,BELARIUS
30999,Cymbeline,4.2.185,ARVIRAGUS
31000,Cymbeline,4.2.186,ARVIRAGUS
31001,Cymbeline,4.2.187,ARVIRAGUS
31002,Cymbeline,4.2.188,BELARIUS
31003,Cymbeline,4.2.189,BELARIUS
31004,Cymbeline,4.2.190,BELARIUS
31005,Cymbeline,4.2.191,GUIDERIUS
31006,Cymbeline,4.2.192,GUIDERIUS
31007,Cymbeline,4.2.193,GUIDERIUS
31008,Cymbeline,4.2.194,GUIDERIUS
31009,Cymbeline,4.2.195,GUIDERIUS
31010,Cymbeline,4.2.196,GUIDERIUS
31012,Cymbeline,4.2.197,BELARIUS
31013,Cymbeline,4.2.198,BELARIUS
31014,Cymbeline,4.2.199,BELARIUS
31015,Cymbeline,4.2.200,ARVIRAGUS
31016,Cymbeline,4.2.201,ARVIRAGUS
31017,Cymbeline,4.2.202,ARVIRAGUS
31018,Cymbeline,4.2.203,ARVIRAGUS
31019,Cymbeline,4.2.204,ARVIRAGUS
31020,Cymbeline,4.2.205,ARVIRAGUS
31021,Cymbeline,4.2.206,BELARIUS
31022,Cymbeline,4.2.207,BELARIUS
31023,Cymbeline,4.2.208,BELARIUS
31024,Cymbeline,4.2.209,BELARIUS
31025,Cymbeline,4.2.210,BELARIUS
31026,Cymbeline,4.2.211,BELARIUS
31027,Cymbeline,4.2.212,ARVIRAGUS
31028,Cymbeline,4.2.213,ARVIRAGUS
31029,Cymbeline,4.2.214,ARVIRAGUS
31030,Cymbeline,4.2.215,ARVIRAGUS
31032,Cymbeline,4.2.216,BELARIUS
31033,Cymbeline,4.2.217,BELARIUS
31034,Cymbeline,4.2.218,BELARIUS
31035,Cymbeline,4.2.219,BELARIUS
31036,Cymbeline,4.2.220,BELARIUS
31037,Cymbeline,4.2.221,BELARIUS
31038,Cymbeline,4.2.222,BELARIUS
31039,Cymbeline,4.2.223,BELARIUS
31040,Cymbeline,4.2.224,BELARIUS
31041,Cymbeline,4.2.225,BELARIUS
31042,Cymbeline,4.2.226,BELARIUS
31043,Cymbeline,4.2.227,BELARIUS
31044,Cymbeline,4.2.228,BELARIUS
31045,Cymbeline,4.2.229,BELARIUS
31046,Cymbeline,4.2.230,BELARIUS
31048,Cymbeline,4.2.231,GUIDERIUS
31049,Cymbeline,4.2.232,GUIDERIUS
31050,Cymbeline,4.2.233,GUIDERIUS
31051,Cymbeline,4.2.234,GUIDERIUS
31053,Cymbeline,4.2.235,BELARIUS
31054,Cymbeline,4.2.236,BELARIUS
31055,Cymbeline,4.2.237,BELARIUS
31056,Cymbeline,4.2.238,GUIDERIUS
31057,Cymbeline,4.2.239,BELARIUS
31058,Cymbeline,4.2.240,GUIDERIUS
31059,Cymbeline,4.2.241,GUIDERIUS
31060,Cymbeline,4.2.242,GUIDERIUS
31061,Cymbeline,4.2.243,GUIDERIUS
31062,Cymbeline,4.2.244,GUIDERIUS
31063,Cymbeline,4.2.245,GUIDERIUS
31064,Cymbeline,4.2.246,BELARIUS
31065,Cymbeline,4.2.247,BELARIUS
31066,Cymbeline,4.2.248,BELARIUS
31068,Cymbeline,4.2.249,ARVIRAGUS
31069,Cymbeline,4.2.250,ARVIRAGUS
31070,Cymbeline,4.2.251,ARVIRAGUS
31071,Cymbeline,4.2.252,ARVIRAGUS
31072,Cymbeline,4.2.253,ARVIRAGUS
31073,Cymbeline,4.2.254,GUIDERIUS
31074,Cymbeline,4.2.255,GUIDERIUS
31075,Cymbeline,4.2.256,GUIDERIUS
31076,Cymbeline,4.2.257,BELARIUS
31077,Cymbeline,4.2.258,BELARIUS
31078,Cymbeline,4.2.259,BELARIUS
31079,Cymbeline,4.2.260,BELARIUS
31080,Cymbeline,4.2.261,BELARIUS
31081,Cymbeline,4.2.262,BELARIUS
31082,Cymbeline,4.2.263,BELARIUS
31083,Cymbeline,4.2.264,ARVIRAGUS
31084,Cymbeline,4.2.265,ARVIRAGUS
31085,Cymbeline,4.2.266,ARVIRAGUS
31086,Cymbeline,4.2.267,ARVIRAGUS
31087,Cymbeline,4.2.268,ARVIRAGUS
31088,Cymbeline,4.2.269,GUIDERIUS
31089,Cymbeline,4.2.270,ARVIRAGUS
31090,Cymbeline,4.2.271,ARVIRAGUS
31091,Cymbeline,4.2.272,ARVIRAGUS
31092,Cymbeline,4.2.273,ARVIRAGUS
31093,Cymbeline,4.2.274,GUIDERIUS
31094,Cymbeline,4.2.275,GUIDERIUS
31095,Cymbeline,4.2.276,GUIDERIUS
31096,Cymbeline,4.2.277,GUIDERIUS
31097,Cymbeline,4.2.278,ARVIRAGUS
31098,Cymbeline,4.2.279,ARVIRAGUS
31099,Cymbeline,4.2.280,ARVIRAGUS
31100,Cymbeline,4.2.281,ARVIRAGUS
31101,Cymbeline,4.2.282,ARVIRAGUS
31102,Cymbeline,4.2.283,ARVIRAGUS
31103,Cymbeline,4.2.284,ARVIRAGUS
31104,Cymbeline,4.2.285,ARVIRAGUS
31105,Cymbeline,4.2.286,ARVIRAGUS
31106,Cymbeline,4.2.287,ARVIRAGUS
31107,Cymbeline,4.2.288,ARVIRAGUS
31108,Cymbeline,4.2.289,ARVIRAGUS
31109,Cymbeline,4.2.290,GUIDERIUS
31110,Cymbeline,4.2.291,GUIDERIUS
31111,Cymbeline,4.2.292,GUIDERIUS
31112,Cymbeline,4.2.293,GUIDERIUS
31113,Cymbeline,4.2.294,GUIDERIUS
31114,Cymbeline,4.2.295,ARVIRAGUS
31115,Cymbeline,4.2.296,GUIDERIUS
31116,Cymbeline,4.2.297,ARVIRAGUS
31117,Cymbeline,4.2.298,ARVIRAGUS
31118,Cymbeline,4.2.299,ARVIRAGUS
31119,Cymbeline,4.2.300,ARVIRAGUS
31120,Cymbeline,4.2.301,ARVIRAGUS
31121,Cymbeline,4.2.302,GUIDERIUS
31122,Cymbeline,4.2.303,GUIDERIUS
31123,Cymbeline,4.2.304,GUIDERIUS
31124,Cymbeline,4.2.305,GUIDERIUS
31125,Cymbeline,4.2.306,ARVIRAGUS
31126,Cymbeline,4.2.307,BELARIUS
31127,Cymbeline,4.2.308,BELARIUS
31128,Cymbeline,4.2.309,BELARIUS
31129,Cymbeline,4.2.310,BELARIUS
31130,Cymbeline,4.2.311,BELARIUS
31131,Cymbeline,4.2.312,BELARIUS
31132,Cymbeline,4.2.313,BELARIUS
31133,Cymbeline,4.2.314,BELARIUS
31134,Cymbeline,4.2.315,BELARIUS
31135,Cymbeline,4.2.316,BELARIUS
31136,Cymbeline,4.2.317,GUIDERIUS
31137,Cymbeline,4.2.318,GUIDERIUS
31138,Cymbeline,4.2.319,GUIDERIUS
31139,Cymbeline,4.2.320,ARVIRAGUS
31140,Cymbeline,4.2.321,ARVIRAGUS
31142,Cymbeline,4.2.322,GUIDERIUS
31143,Cymbeline,4.2.323,GUIDERIUS
31144,Cymbeline,4.2.324,ARVIRAGUS
31145,Cymbeline,4.2.325,GUIDERIUS
31146,Cymbeline,4.2.326,ARVIRAGUS
31148,Cymbeline,4.2.327,GUIDERIUS
31149,Cymbeline,4.2.328,GUIDERIUS
31150,Cymbeline,4.2.329,GUIDERIUS
31151,Cymbeline,4.2.330,GUIDERIUS
31152,Cymbeline,4.2.331,GUIDERIUS
31153,Cymbeline,4.2.332,GUIDERIUS
31154,Cymbeline,4.2.333,ARVIRAGUS
31155,Cymbeline,4.2.334,ARVIRAGUS
31156,Cymbeline,4.2.335,ARVIRAGUS
31157,Cymbeline,4.2.336,ARVIRAGUS
31158,Cymbeline,4.2.337,ARVIRAGUS
31159,Cymbeline,4.2.338,ARVIRAGUS
31160,Cymbeline,4.2.339,GUIDERIUS
31161,Cymbeline,4.2.340,ARVIRAGUS
31162,Cymbeline,4.2.341,GUIDERIUS
31163,Cymbeline,4.2.342,ARVIRAGUS
31164,Cymbeline,4.2.343,ARVIRAGUS
31165,Cymbeline,4.2.344,ARVIRAGUS
31166,Cymbeline,4.2.345,GUIDERIUS
31167,Cymbeline,4.2.346,ARVIRAGUS
31168,Cymbeline,4.2.347,GUIDERIUS
31169,Cymbeline,4.2.348,ARVIRAGUS
31170,Cymbeline,4.2.349,ARVIRAGUS
31171,Cymbeline,4.2.350,ARVIRAGUS
31173,Cymbeline,4.2.351,GUIDERIUS
31174,Cymbeline,4.2.352,BELARIUS
31175,Cymbeline,4.2.353,BELARIUS
31176,Cymbeline,4.2.354,BELARIUS
31177,Cymbeline,4.2.355,BELARIUS
31178,Cymbeline,4.2.356,BELARIUS
31179,Cymbeline,4.2.357,BELARIUS
31180,Cymbeline,4.2.358,BELARIUS
31181,Cymbeline,4.2.359,BELARIUS
31183,Cymbeline,4.2.360,IMOGEN
31184,Cymbeline,4.2.361,IMOGEN
31185,Cymbeline,4.2.362,IMOGEN
31186,Cymbeline,4.2.363,IMOGEN
31187,Cymbeline,4.2.364,IMOGEN
31188,Cymbeline,4.2.365,IMOGEN
31190,Cymbeline,4.2.366,IMOGEN
31191,Cymbeline,4.2.367,IMOGEN
31192,Cymbeline,4.2.368,IMOGEN
31193,Cymbeline,4.2.369,IMOGEN
31194,Cymbeline,4.2.370,IMOGEN
31195,Cymbeline,4.2.371,IMOGEN
31196,Cymbeline,4.2.372,IMOGEN
31197,Cymbeline,4.2.373,IMOGEN
31198,Cymbeline,4.2.374,IMOGEN
31199,Cymbeline,4.2.375,IMOGEN
31200,Cymbeline,4.2.376,IMOGEN
31201,Cymbeline,4.2.377,IMOGEN
31202,Cymbeline,4.2.378,IMOGEN
31203,Cymbeline,4.2.379,IMOGEN
31204,Cymbeline,4.2.380,IMOGEN
31205,Cymbeline,4.2.381,IMOGEN
31206,Cymbeline,4.2.382,IMOGEN
31207,Cymbeline,4.2.383,IMOGEN
31208,Cymbeline,4.2.384,IMOGEN
31209,Cymbeline,4.2.385,IMOGEN
31210,Cymbeline,4.2.386,IMOGEN
31211,Cymbeline,4.2.387,IMOGEN
31212,Cymbeline,4.2.388,IMOGEN
31213,Cymbeline,4.2.389,IMOGEN
31214,Cymbeline,4.2.390,IMOGEN
31215,Cymbeline,4.2.391,IMOGEN
31216,Cymbeline,4.2.392,IMOGEN
31217,Cymbeline,4.2.393,IMOGEN
31218,Cymbeline,4.2.394,IMOGEN
31219,Cymbeline,4.2.395,IMOGEN
31220,Cymbeline,4.2.396,IMOGEN
31221,Cymbeline,4.2.397,IMOGEN
31222,Cymbeline,4.2.398,IMOGEN
31223,Cymbeline,4.2.399,IMOGEN
31224,Cymbeline,4.2.400,IMOGEN
31225,Cymbeline,4.2.401,IMOGEN
31226,Cymbeline,4.2.402,IMOGEN
31227,Cymbeline,4.2.403,IMOGEN
31230,Cymbeline,4.2.404,Captain
31231,Cymbeline,4.2.405,Captain
31232,Cymbeline,4.2.406,Captain
31233,Cymbeline,4.2.407,Captain
31234,Cymbeline,4.2.408,CAIUS LUCIUS
31235,Cymbeline,4.2.409,Captain
31236,Cymbeline,4.2.410,Captain
31237,Cymbeline,4.2.411,Captain
31238,Cymbeline,4.2.412,Captain
31239,Cymbeline,4.2.413,Captain
31240,Cymbeline,4.2.414,CAIUS LUCIUS
31241,Cymbeline,4.2.415,Captain
31242,Cymbeline,4.2.416,CAIUS LUCIUS
31243,Cymbeline,4.2.417,CAIUS LUCIUS
31244,Cymbeline,4.2.418,CAIUS LUCIUS
31245,Cymbeline,4.2.419,CAIUS LUCIUS
31246,Cymbeline,4.2.420,Soothsayer
31247,Cymbeline,4.2.421,Soothsayer
31248,Cymbeline,4.2.422,Soothsayer
31249,Cymbeline,4.2.423,Soothsayer
31250,Cymbeline,4.2.424,Soothsayer
31251,Cymbeline,4.2.425,Soothsayer
31252,Cymbeline,4.2.426,Soothsayer
31253,Cymbeline,4.2.427,CAIUS LUCIUS
31254,Cymbeline,4.2.428,CAIUS LUCIUS
31255,Cymbeline,4.2.429,CAIUS LUCIUS
31256,Cymbeline,4.2.430,CAIUS LUCIUS
31257,Cymbeline,4.2.431,CAIUS LUCIUS
31258,Cymbeline,4.2.432,CAIUS LUCIUS
31259,Cymbeline,4.2.433,CAIUS LUCIUS
31260,Cymbeline,4.2.434,CAIUS LUCIUS
31261,Cymbeline,4.2.435,Captain
31262,Cymbeline,4.2.436,CAIUS LUCIUS
31263,Cymbeline,4.2.437,CAIUS LUCIUS
31264,Cymbeline,4.2.438,CAIUS LUCIUS
31265,Cymbeline,4.2.439,CAIUS LUCIUS
31266,Cymbeline,4.2.440,CAIUS LUCIUS
31267,Cymbeline,4.2.441,CAIUS LUCIUS
31268,Cymbeline,4.2.442,CAIUS LUCIUS
31269,Cymbeline,4.2.443,CAIUS LUCIUS
31270,Cymbeline,4.2.444,IMOGEN
31271,Cymbeline,4.2.445,IMOGEN
31272,Cymbeline,4.2.446,IMOGEN
31273,Cymbeline,4.2.447,IMOGEN
31274,Cymbeline,4.2.448,IMOGEN
31275,Cymbeline,4.2.449,IMOGEN
31276,Cymbeline,4.2.450,IMOGEN
31277,Cymbeline,4.2.451,IMOGEN
31278,Cymbeline,4.2.452,CAIUS LUCIUS
31279,Cymbeline,4.2.453,CAIUS LUCIUS
31280,Cymbeline,4.2.454,CAIUS LUCIUS
31281,Cymbeline,4.2.455,IMOGEN
31283,Cymbeline,4.2.456,IMOGEN
31284,Cymbeline,4.2.457,IMOGEN
31285,Cymbeline,4.2.458,IMOGEN
31286,Cymbeline,4.2.459,CAIUS LUCIUS
31287,Cymbeline,4.2.460,IMOGEN
31288,Cymbeline,4.2.461,CAIUS LUCIUS
31289,Cymbeline,4.2.462,CAIUS LUCIUS
31290,Cymbeline,4.2.463,CAIUS LUCIUS
31291,Cymbeline,4.2.464,CAIUS LUCIUS
31292,Cymbeline,4.2.465,CAIUS LUCIUS
31293,Cymbeline,4.2.466,CAIUS LUCIUS
31294,Cymbeline,4.2.467,CAIUS LUCIUS
31295,Cymbeline,4.2.468,IMOGEN
31296,Cymbeline,4.2.469,IMOGEN
31297,Cymbeline,4.2.470,IMOGEN
31298,Cymbeline,4.2.471,IMOGEN
31299,Cymbeline,4.2.472,IMOGEN
31300,Cymbeline,4.2.473,IMOGEN
31301,Cymbeline,4.2.474,IMOGEN
31302,Cymbeline,4.2.475,IMOGEN
31303,Cymbeline,4.2.476,CAIUS LUCIUS
31304,Cymbeline,4.2.477,CAIUS LUCIUS
31305,Cymbeline,4.2.478,CAIUS LUCIUS
31306,Cymbeline,4.2.479,CAIUS LUCIUS
31307,Cymbeline,4.2.480,CAIUS LUCIUS
31308,Cymbeline,4.2.481,CAIUS LUCIUS
31309,Cymbeline,4.2.482,CAIUS LUCIUS
31310,Cymbeline,4.2.483,CAIUS LUCIUS
31311,Cymbeline,4.2.484,CAIUS LUCIUS
31312,Cymbeline,4.2.485,CAIUS LUCIUS
31316,Cymbeline,4.3.1,CYMBELINE
31318,Cymbeline,4.3.2,CYMBELINE
31319,Cymbeline,4.3.3,CYMBELINE
31320,Cymbeline,4.3.4,CYMBELINE
31321,Cymbeline,4.3.5,CYMBELINE
31322,Cymbeline,4.3.6,CYMBELINE
31323,Cymbeline,4.3.7,CYMBELINE
31324,Cymbeline,4.3.8,CYMBELINE
31325,Cymbeline,4.3.9,CYMBELINE
31326,Cymbeline,4.3.10,CYMBELINE
31327,Cymbeline,4.3.11,CYMBELINE
31328,Cymbeline,4.3.12,CYMBELINE
31329,Cymbeline,4.3.13,PISANIO
31330,Cymbeline,4.3.14,PISANIO
31331,Cymbeline,4.3.15,PISANIO
31332,Cymbeline,4.3.16,PISANIO
31333,Cymbeline,4.3.17,PISANIO
31334,Cymbeline,4.3.18,First Lord
31335,Cymbeline,4.3.19,First Lord
31336,Cymbeline,4.3.20,First Lord
31337,Cymbeline,4.3.21,First Lord
31338,Cymbeline,4.3.22,First Lord
31339,Cymbeline,4.3.23,First Lord
31340,Cymbeline,4.3.24,CYMBELINE
31342,Cymbeline,4.3.25,CYMBELINE
31343,Cymbeline,4.3.26,CYMBELINE
31344,Cymbeline,4.3.27,First Lord
31345,Cymbeline,4.3.28,First Lord
31346,Cymbeline,4.3.29,First Lord
31347,Cymbeline,4.3.30,First Lord
31348,Cymbeline,4.3.31,CYMBELINE
31349,Cymbeline,4.3.32,CYMBELINE
31350,Cymbeline,4.3.33,First Lord
31351,Cymbeline,4.3.34,First Lord
31352,Cymbeline,4.3.35,First Lord
31353,Cymbeline,4.3.36,First Lord
31354,Cymbeline,4.3.37,First Lord
31355,Cymbeline,4.3.38,First Lord
31356,Cymbeline,4.3.39,CYMBELINE
31357,Cymbeline,4.3.40,CYMBELINE
31358,Cymbeline,4.3.41,CYMBELINE
31359,Cymbeline,4.3.42,CYMBELINE
31361,Cymbeline,4.3.43,PISANIO
31362,Cymbeline,4.3.44,PISANIO
31363,Cymbeline,4.3.45,PISANIO
31364,Cymbeline,4.3.46,PISANIO
31365,Cymbeline,4.3.47,PISANIO
31366,Cymbeline,4.3.48,PISANIO
31367,Cymbeline,4.3.49,PISANIO
31368,Cymbeline,4.3.50,PISANIO
31369,Cymbeline,4.3.51,PISANIO
31370,Cymbeline,4.3.52,PISANIO
31371,Cymbeline,4.3.53,PISANIO
31375,Cymbeline,4.4.1,GUIDERIUS
31376,Cymbeline,4.4.2,BELARIUS
31377,Cymbeline,4.4.3,ARVIRAGUS
31378,Cymbeline,4.4.4,ARVIRAGUS
31379,Cymbeline,4.4.5,GUIDERIUS
31380,Cymbeline,4.4.6,GUIDERIUS
31381,Cymbeline,4.4.7,GUIDERIUS
31382,Cymbeline,4.4.8,GUIDERIUS
31383,Cymbeline,4.4.9,GUIDERIUS
31384,Cymbeline,4.4.10,BELARIUS
31385,Cymbeline,4.4.11,BELARIUS
31386,Cymbeline,4.4.12,BELARIUS
31387,Cymbeline,4.4.13,BELARIUS
31388,Cymbeline,4.4.14,BELARIUS
31389,Cymbeline,4.4.15,BELARIUS
31390,Cymbeline,4.4.16,BELARIUS
31391,Cymbeline,4.4.17,BELARIUS
31392,Cymbeline,4.4.18,GUIDERIUS
31393,Cymbeline,4.4.19,GUIDERIUS
31394,Cymbeline,4.4.20,GUIDERIUS
31395,Cymbeline,4.4.21,ARVIRAGUS
31396,Cymbeline,4.4.22,ARVIRAGUS
31397,Cymbeline,4.4.23,ARVIRAGUS
31398,Cymbeline,4.4.24,ARVIRAGUS
31399,Cymbeline,4.4.25,ARVIRAGUS
31400,Cymbeline,4.4.26,ARVIRAGUS
31401,Cymbeline,4.4.27,BELARIUS
31402,Cymbeline,4.4.28,BELARIUS
31403,Cymbeline,4.4.29,BELARIUS
31404,Cymbeline,4.4.30,BELARIUS
31405,Cymbeline,4.4.31,BELARIUS
31406,Cymbeline,4.4.32,BELARIUS
31407,Cymbeline,4.4.33,BELARIUS
31408,Cymbeline,4.4.34,BELARIUS
31409,Cymbeline,4.4.35,BELARIUS
31410,Cymbeline,4.4.36,BELARIUS
31411,Cymbeline,4.4.37,GUIDERIUS
31412,Cymbeline,4.4.38,GUIDERIUS
31413,Cymbeline,4.4.39,GUIDERIUS
31414,Cymbeline,4.4.40,GUIDERIUS
31415,Cymbeline,4.4.41,GUIDERIUS
31416,Cymbeline,4.4.42,ARVIRAGUS
31417,Cymbeline,4.4.43,ARVIRAGUS
31418,Cymbeline,4.4.44,ARVIRAGUS
31419,Cymbeline,4.4.45,ARVIRAGUS
