,Play,ActSceneLine,Player
53506,Loves Labours Lost,2.1.179,FERDINAND
53507,Loves Labours Lost,2.1.180,FERDINAND
53508,Loves Labours Lost,2.1.181,PRINCESS
53509,Loves Labours Lost,2.1.182,FERDINAND
53511,Loves Labours Lost,2.1.183,BIRON
53512,Loves Labours Lost,2.1.184,ROSALINE
53513,Loves Labours Lost,2.1.185,BIRON
53514,Loves Labours Lost,2.1.186,ROSALINE
53515,Loves Labours Lost,2.1.187,BIRON
53516,Loves Labours Lost,2.1.188,ROSALINE
53517,Loves Labours Lost,2.1.189,BIRON
53518,Loves Labours Lost,2.1.190,ROSALINE
53519,Loves Labours Lost,2.1.191,BIRON
53520,Loves Labours Lost,2.1.192,ROSALINE
53521,Loves Labours Lost,2.1.193,BIRON
53522,Loves Labours Lost,2.1.194,ROSALINE
53523,Loves Labours Lost,2.1.195,BIRON
53525,Loves Labours Lost,2.1.196,DUMAIN
53526,Loves Labours Lost,2.1.197,BOYET
53527,Loves Labours Lost,2.1.198,DUMAIN
53529,Loves Labours Lost,2.1.199,LONGAVILLE
53530,Loves Labours Lost,2.1.200,BOYET
53531,Loves Labours Lost,2.1.201,LONGAVILLE
53532,Loves Labours Lost,2.1.202,BOYET
53533,Loves Labours Lost,2.1.203,LONGAVILLE
53534,Loves Labours Lost,2.1.204,BOYET
53535,Loves Labours Lost,2.1.205,LONGAVILLE
53536,Loves Labours Lost,2.1.206,BOYET
53537,Loves Labours Lost,2.1.207,BOYET
53538,Loves Labours Lost,2.1.208,LONGAVILLE
53539,Loves Labours Lost,2.1.209,LONGAVILLE
53540,Loves Labours Lost,2.1.210,BOYET
53542,Loves Labours Lost,2.1.211,BIRON
53543,Loves Labours Lost,2.1.212,BOYET
53544,Loves Labours Lost,2.1.213,BIRON
53545,Loves Labours Lost,2.1.214,BOYET
53546,Loves Labours Lost,2.1.215,BIRON
53547,Loves Labours Lost,2.1.216,BOYET
53549,Loves Labours Lost,2.1.217,MARIA
53550,Loves Labours Lost,2.1.218,MARIA
53551,Loves Labours Lost,2.1.219,BOYET
53552,Loves Labours Lost,2.1.220,PRINCESS
53553,Loves Labours Lost,2.1.221,BOYET
53554,Loves Labours Lost,2.1.222,MARIA
53555,Loves Labours Lost,2.1.223,BOYET
53556,Loves Labours Lost,2.1.224,BOYET
53557,Loves Labours Lost,2.1.225,MARIA
53558,Loves Labours Lost,2.1.226,BOYET
53560,Loves Labours Lost,2.1.227,MARIA
53561,Loves Labours Lost,2.1.228,MARIA
53562,Loves Labours Lost,2.1.229,BOYET
53563,Loves Labours Lost,2.1.230,MARIA
53564,Loves Labours Lost,2.1.231,PRINCESS
53565,Loves Labours Lost,2.1.232,PRINCESS
53566,Loves Labours Lost,2.1.233,PRINCESS
53567,Loves Labours Lost,2.1.234,BOYET
53568,Loves Labours Lost,2.1.235,BOYET
53569,Loves Labours Lost,2.1.236,BOYET
53570,Loves Labours Lost,2.1.237,PRINCESS
53571,Loves Labours Lost,2.1.238,BOYET
53572,Loves Labours Lost,2.1.239,PRINCESS
53573,Loves Labours Lost,2.1.240,BOYET
53574,Loves Labours Lost,2.1.241,BOYET
53575,Loves Labours Lost,2.1.242,BOYET
53576,Loves Labours Lost,2.1.243,BOYET
53577,Loves Labours Lost,2.1.244,BOYET
53578,Loves Labours Lost,2.1.245,BOYET
53579,Loves Labours Lost,2.1.246,BOYET
53580,Loves Labours Lost,2.1.247,BOYET
53581,Loves Labours Lost,2.1.248,BOYET
53582,Loves Labours Lost,2.1.249,BOYET
53583,Loves Labours Lost,2.1.250,BOYET
53584,Loves Labours Lost,2.1.251,BOYET
53585,Loves Labours Lost,2.1.252,BOYET
53586,Loves Labours Lost,2.1.253,BOYET
53587,Loves Labours Lost,2.1.254,BOYET
53588,Loves Labours Lost,2.1.255,BOYET
53589,Loves Labours Lost,2.1.256,PRINCESS
53590,Loves Labours Lost,2.1.257,BOYET
53591,Loves Labours Lost,2.1.258,BOYET
53592,Loves Labours Lost,2.1.259,BOYET
53593,Loves Labours Lost,2.1.260,BOYET
53594,Loves Labours Lost,2.1.261,ROSALINE
53595,Loves Labours Lost,2.1.262,MARIA
53596,Loves Labours Lost,2.1.263,ROSALINE
53597,Loves Labours Lost,2.1.264,BOYET
53598,Loves Labours Lost,2.1.265,MARIA
53599,Loves Labours Lost,2.1.266,BOYET
53600,Loves Labours Lost,2.1.267,ROSALINE
53601,Loves Labours Lost,2.1.268,BOYET
53603,Loves Labours Lost,2.1.269,BOYET
53607,Loves Labours Lost,3.1.1,BOYET
53608,Loves Labours Lost,3.1.2,ADRIANO DE ARMADO
53609,Loves Labours Lost,3.1.3,MOTH
53611,Loves Labours Lost,3.1.4,MOTH
53612,Loves Labours Lost,3.1.5,ADRIANO DE ARMADO
53613,Loves Labours Lost,3.1.6,ADRIANO DE ARMADO
53614,Loves Labours Lost,3.1.7,ADRIANO DE ARMADO
53615,Loves Labours Lost,3.1.8,MOTH
53616,Loves Labours Lost,3.1.9,MOTH
53617,Loves Labours Lost,3.1.10,ADRIANO DE ARMADO
53618,Loves Labours Lost,3.1.11,MOTH
53619,Loves Labours Lost,3.1.12,MOTH
53620,Loves Labours Lost,3.1.13,MOTH
53621,Loves Labours Lost,3.1.14,MOTH
53622,Loves Labours Lost,3.1.15,MOTH
53623,Loves Labours Lost,3.1.16,MOTH
53624,Loves Labours Lost,3.1.17,MOTH
53625,Loves Labours Lost,3.1.18,MOTH
53626,Loves Labours Lost,3.1.19,MOTH
53627,Loves Labours Lost,3.1.20,MOTH
53628,Loves Labours Lost,3.1.21,MOTH
53629,Loves Labours Lost,3.1.22,MOTH
53630,Loves Labours Lost,3.1.23,MOTH
53631,Loves Labours Lost,3.1.24,MOTH
53632,Loves Labours Lost,3.1.25,MOTH
53633,Loves Labours Lost,3.1.26,MOTH
53634,Loves Labours Lost,3.1.27,ADRIANO DE ARMADO
53635,Loves Labours Lost,3.1.28,MOTH
53636,Loves Labours Lost,3.1.29,MOTH
53637,Loves Labours Lost,3.1.30,ADRIANO DE ARMADO
53638,Loves Labours Lost,3.1.31,MOTH
53639,Loves Labours Lost,3.1.32,MOTH
53640,Loves Labours Lost,3.1.33,ADRIANO DE ARMADO
53641,Loves Labours Lost,3.1.34,MOTH
53642,Loves Labours Lost,3.1.35,MOTH
53643,Loves Labours Lost,3.1.36,MOTH
53644,Loves Labours Lost,3.1.37,ADRIANO DE ARMADO
53645,Loves Labours Lost,3.1.38,MOTH
53646,Loves Labours Lost,3.1.39,MOTH
53647,Loves Labours Lost,3.1.40,ADRIANO DE ARMADO
53648,Loves Labours Lost,3.1.41,MOTH
53649,Loves Labours Lost,3.1.42,MOTH
53650,Loves Labours Lost,3.1.43,ADRIANO DE ARMADO
53651,Loves Labours Lost,3.1.44,MOTH
53652,Loves Labours Lost,3.1.45,MOTH
53653,Loves Labours Lost,3.1.46,MOTH
53654,Loves Labours Lost,3.1.47,MOTH
53655,Loves Labours Lost,3.1.48,MOTH
53656,Loves Labours Lost,3.1.49,MOTH
53657,Loves Labours Lost,3.1.50,MOTH
53658,Loves Labours Lost,3.1.51,ADRIANO DE ARMADO
53659,Loves Labours Lost,3.1.52,MOTH
53660,Loves Labours Lost,3.1.53,MOTH
53661,Loves Labours Lost,3.1.54,MOTH
53662,Loves Labours Lost,3.1.55,ADRIANO DE ARMADO
53663,Loves Labours Lost,3.1.56,MOTH
53664,Loves Labours Lost,3.1.57,MOTH
53665,Loves Labours Lost,3.1.58,MOTH
53666,Loves Labours Lost,3.1.59,ADRIANO DE ARMADO
53667,Loves Labours Lost,3.1.60,MOTH
53668,Loves Labours Lost,3.1.61,MOTH
53669,Loves Labours Lost,3.1.62,MOTH
53670,Loves Labours Lost,3.1.63,ADRIANO DE ARMADO
53671,Loves Labours Lost,3.1.64,MOTH
53672,Loves Labours Lost,3.1.65,MOTH
53673,Loves Labours Lost,3.1.66,ADRIANO DE ARMADO
53674,Loves Labours Lost,3.1.67,ADRIANO DE ARMADO
53675,Loves Labours Lost,3.1.68,MOTH
53676,Loves Labours Lost,3.1.69,MOTH
53677,Loves Labours Lost,3.1.70,ADRIANO DE ARMADO
53678,Loves Labours Lost,3.1.71,MOTH
53679,Loves Labours Lost,3.1.72,MOTH
53680,Loves Labours Lost,3.1.73,MOTH
53681,Loves Labours Lost,3.1.74,ADRIANO DE ARMADO
53682,Loves Labours Lost,3.1.75,ADRIANO DE ARMADO
53683,Loves Labours Lost,3.1.76,ADRIANO DE ARMADO
53684,Loves Labours Lost,3.1.77,MOTH
53686,Loves Labours Lost,3.1.78,MOTH
53687,Loves Labours Lost,3.1.79,ADRIANO DE ARMADO
53688,Loves Labours Lost,3.1.80,ADRIANO DE ARMADO
53689,Loves Labours Lost,3.1.81,ADRIANO DE ARMADO
53690,Loves Labours Lost,3.1.82,ADRIANO DE ARMADO
53692,Loves Labours Lost,3.1.83,MOTH
53693,Loves Labours Lost,3.1.84,MOTH
53694,Loves Labours Lost,3.1.85,ADRIANO DE ARMADO
53695,Loves Labours Lost,3.1.86,COSTARD
53696,Loves Labours Lost,3.1.87,COSTARD
53697,Loves Labours Lost,3.1.88,COSTARD
53698,Loves Labours Lost,3.1.89,COSTARD
53699,Loves Labours Lost,3.1.90,ADRIANO DE ARMADO
53700,Loves Labours Lost,3.1.91,ADRIANO DE ARMADO
53701,Loves Labours Lost,3.1.92,ADRIANO DE ARMADO
53702,Loves Labours Lost,3.1.93,ADRIANO DE ARMADO
53703,Loves Labours Lost,3.1.94,ADRIANO DE ARMADO
53704,Loves Labours Lost,3.1.95,MOTH
53705,Loves Labours Lost,3.1.96,MOTH
53706,Loves Labours Lost,3.1.97,ADRIANO DE ARMADO
53707,Loves Labours Lost,3.1.98,ADRIANO DE ARMADO
53708,Loves Labours Lost,3.1.99,ADRIANO DE ARMADO
53709,Loves Labours Lost,3.1.100,ADRIANO DE ARMADO
53710,Loves Labours Lost,3.1.101,ADRIANO DE ARMADO
53711,Loves Labours Lost,3.1.102,ADRIANO DE ARMADO
53712,Loves Labours Lost,3.1.103,MOTH
53713,Loves Labours Lost,3.1.104,MOTH
53714,Loves Labours Lost,3.1.105,ADRIANO DE ARMADO
53715,Loves Labours Lost,3.1.106,ADRIANO DE ARMADO
53716,Loves Labours Lost,3.1.107,MOTH
53717,Loves Labours Lost,3.1.108,MOTH
53718,Loves Labours Lost,3.1.109,MOTH
53719,Loves Labours Lost,3.1.110,MOTH
53720,Loves Labours Lost,3.1.111,MOTH
53721,Loves Labours Lost,3.1.112,MOTH
53722,Loves Labours Lost,3.1.113,MOTH
53723,Loves Labours Lost,3.1.114,ADRIANO DE ARMADO
53724,Loves Labours Lost,3.1.115,ADRIANO DE ARMADO
53725,Loves Labours Lost,3.1.116,MOTH
53726,Loves Labours Lost,3.1.117,MOTH
53727,Loves Labours Lost,3.1.118,COSTARD
53728,Loves Labours Lost,3.1.119,COSTARD
53729,Loves Labours Lost,3.1.120,COSTARD
53730,Loves Labours Lost,3.1.121,COSTARD
53731,Loves Labours Lost,3.1.122,COSTARD
53732,Loves Labours Lost,3.1.123,ADRIANO DE ARMADO
53733,Loves Labours Lost,3.1.124,MOTH
53734,Loves Labours Lost,3.1.125,MOTH
53735,Loves Labours Lost,3.1.126,COSTARD
53736,Loves Labours Lost,3.1.127,COSTARD
53737,Loves Labours Lost,3.1.128,COSTARD
53738,Loves Labours Lost,3.1.129,COSTARD
53739,Loves Labours Lost,3.1.130,COSTARD
53740,Loves Labours Lost,3.1.131,ADRIANO DE ARMADO
53741,Loves Labours Lost,3.1.132,MOTH
53742,Loves Labours Lost,3.1.133,COSTARD
53743,Loves Labours Lost,3.1.134,COSTARD
53744,Loves Labours Lost,3.1.135,COSTARD
53745,Loves Labours Lost,3.1.136,COSTARD
53746,Loves Labours Lost,3.1.137,ADRIANO DE ARMADO
53747,Loves Labours Lost,3.1.138,COSTARD
53748,Loves Labours Lost,3.1.139,COSTARD
53749,Loves Labours Lost,3.1.140,ADRIANO DE ARMADO
53750,Loves Labours Lost,3.1.141,COSTARD
53751,Loves Labours Lost,3.1.142,COSTARD
53752,Loves Labours Lost,3.1.143,COSTARD
53753,Loves Labours Lost,3.1.144,ADRIANO DE ARMADO
53754,Loves Labours Lost,3.1.145,ADRIANO DE ARMADO
53755,Loves Labours Lost,3.1.146,ADRIANO DE ARMADO
53756,Loves Labours Lost,3.1.147,COSTARD
53757,Loves Labours Lost,3.1.148,COSTARD
53758,Loves Labours Lost,3.1.149,ADRIANO DE ARMADO
53759,Loves Labours Lost,3.1.150,ADRIANO DE ARMADO
53760,Loves Labours Lost,3.1.151,ADRIANO DE ARMADO
53762,Loves Labours Lost,3.1.152,ADRIANO DE ARMADO
53763,Loves Labours Lost,3.1.153,ADRIANO DE ARMADO
53764,Loves Labours Lost,3.1.154,ADRIANO DE ARMADO
53766,Loves Labours Lost,3.1.155,MOTH
53767,Loves Labours Lost,3.1.156,COSTARD
53769,Loves Labours Lost,3.1.157,COSTARD
53770,Loves Labours Lost,3.1.158,COSTARD
53771,Loves Labours Lost,3.1.159,COSTARD
53772,Loves Labours Lost,3.1.160,COSTARD
53773,Loves Labours Lost,3.1.161,COSTARD
53774,Loves Labours Lost,3.1.162,COSTARD
53775,Loves Labours Lost,3.1.163,COSTARD
53777,Loves Labours Lost,3.1.164,BIRON
53778,Loves Labours Lost,3.1.165,COSTARD
53779,Loves Labours Lost,3.1.166,COSTARD
53780,Loves Labours Lost,3.1.167,BIRON
53781,Loves Labours Lost,3.1.168,COSTARD
53782,Loves Labours Lost,3.1.169,BIRON
53783,Loves Labours Lost,3.1.170,COSTARD
53784,Loves Labours Lost,3.1.171,BIRON
53785,Loves Labours Lost,3.1.172,BIRON
53786,Loves Labours Lost,3.1.173,BIRON
53787,Loves Labours Lost,3.1.174,COSTARD
53788,Loves Labours Lost,3.1.175,BIRON
53789,Loves Labours Lost,3.1.176,COSTARD
53790,Loves Labours Lost,3.1.177,BIRON
53791,Loves Labours Lost,3.1.178,COSTARD
53792,Loves Labours Lost,3.1.179,BIRON
53793,Loves Labours Lost,3.1.180,COSTARD
53794,Loves Labours Lost,3.1.181,BIRON
53795,Loves Labours Lost,3.1.182,BIRON
53796,Loves Labours Lost,3.1.183,BIRON
53797,Loves Labours Lost,3.1.184,BIRON
53798,Loves Labours Lost,3.1.185,BIRON
53799,Loves Labours Lost,3.1.186,BIRON
53800,Loves Labours Lost,3.1.187,BIRON
53801,Loves Labours Lost,3.1.188,BIRON
53803,Loves Labours Lost,3.1.189,COSTARD
53804,Loves Labours Lost,3.1.190,COSTARD
53805,Loves Labours Lost,3.1.191,COSTARD
53807,Loves Labours Lost,3.1.192,BIRON
53808,Loves Labours Lost,3.1.193,BIRON
53809,Loves Labours Lost,3.1.194,BIRON
53810,Loves Labours Lost,3.1.195,BIRON
53811,Loves Labours Lost,3.1.196,BIRON
53812,Loves Labours Lost,3.1.197,BIRON
53813,Loves Labours Lost,3.1.198,BIRON
53814,Loves Labours Lost,3.1.199,BIRON
53815,Loves Labours Lost,3.1.200,BIRON
53816,Loves Labours Lost,3.1.201,BIRON
53817,Loves Labours Lost,3.1.202,BIRON
53818,Loves Labours Lost,3.1.203,BIRON
53819,Loves Labours Lost,3.1.204,BIRON
53820,Loves Labours Lost,3.1.205,BIRON
53821,Loves Labours Lost,3.1.206,BIRON
53822,Loves Labours Lost,3.1.207,BIRON
53823,Loves Labours Lost,3.1.208,BIRON
53824,Loves Labours Lost,3.1.209,BIRON
53825,Loves Labours Lost,3.1.210,BIRON
53826,Loves Labours Lost,3.1.211,BIRON
53827,Loves Labours Lost,3.1.212,BIRON
53828,Loves Labours Lost,3.1.213,BIRON
53829,Loves Labours Lost,3.1.214,BIRON
53830,Loves Labours Lost,3.1.215,BIRON
53831,Loves Labours Lost,3.1.216,BIRON
53832,Loves Labours Lost,3.1.217,BIRON
53833,Loves Labours Lost,3.1.218,BIRON
53834,Loves Labours Lost,3.1.219,BIRON
53835,Loves Labours Lost,3.1.220,BIRON
53836,Loves Labours Lost,3.1.221,BIRON
53837,Loves Labours Lost,3.1.222,BIRON
53838,Loves Labours Lost,3.1.223,BIRON
53840,Loves Labours Lost,3.1.224,BIRON
53844,Loves Labours Lost,4.1.1,PRINCESS
53845,Loves Labours Lost,4.1.2,PRINCESS
53846,Loves Labours Lost,4.1.3,BOYET
53847,Loves Labours Lost,4.1.4,PRINCESS
53848,Loves Labours Lost,4.1.5,PRINCESS
53849,Loves Labours Lost,4.1.6,PRINCESS
53850,Loves Labours Lost,4.1.7,PRINCESS
53851,Loves Labours Lost,4.1.8,PRINCESS
53852,Loves Labours Lost,4.1.9,Forester
53853,Loves Labours Lost,4.1.10,Forester
53854,Loves Labours Lost,4.1.11,PRINCESS
53855,Loves Labours Lost,4.1.12,PRINCESS
53856,Loves Labours Lost,4.1.13,Forester
53857,Loves Labours Lost,4.1.14,PRINCESS
53858,Loves Labours Lost,4.1.15,PRINCESS
53859,Loves Labours Lost,4.1.16,Forester
53860,Loves Labours Lost,4.1.17,PRINCESS
53861,Loves Labours Lost,4.1.18,PRINCESS
53862,Loves Labours Lost,4.1.19,PRINCESS
53863,Loves Labours Lost,4.1.20,PRINCESS
53864,Loves Labours Lost,4.1.21,Forester
53865,Loves Labours Lost,4.1.22,PRINCESS
53866,Loves Labours Lost,4.1.23,PRINCESS
53867,Loves Labours Lost,4.1.24,PRINCESS
53868,Loves Labours Lost,4.1.25,PRINCESS
53869,Loves Labours Lost,4.1.26,PRINCESS
53870,Loves Labours Lost,4.1.27,PRINCESS
53871,Loves Labours Lost,4.1.28,PRINCESS
53872,Loves Labours Lost,4.1.29,PRINCESS
53873,Loves Labours Lost,4.1.30,PRINCESS
53874,Loves Labours Lost,4.1.31,PRINCESS
53875,Loves Labours Lost,4.1.32,PRINCESS
53876,Loves Labours Lost,4.1.33,PRINCESS
53877,Loves Labours Lost,4.1.34,PRINCESS
53878,Loves Labours Lost,4.1.35,PRINCESS
53879,Loves Labours Lost,4.1.36,PRINCESS
53880,Loves Labours Lost,4.1.37,BOYET
53881,Loves Labours Lost,4.1.38,BOYET
53882,Loves Labours Lost,4.1.39,BOYET
53883,Loves Labours Lost,4.1.40,PRINCESS
53884,Loves Labours Lost,4.1.41,PRINCESS
53885,Loves Labours Lost,4.1.42,BOYET
53887,Loves Labours Lost,4.1.43,COSTARD
53888,Loves Labours Lost,4.1.44,PRINCESS
53889,Loves Labours Lost,4.1.45,COSTARD
53890,Loves Labours Lost,4.1.46,PRINCESS
53891,Loves Labours Lost,4.1.47,COSTARD
53892,Loves Labours Lost,4.1.48,COSTARD
53893,Loves Labours Lost,4.1.49,COSTARD
53894,Loves Labours Lost,4.1.50,COSTARD
53895,Loves Labours Lost,4.1.51,PRINCESS
53896,Loves Labours Lost,4.1.52,COSTARD
53897,Loves Labours Lost,4.1.53,PRINCESS
53898,Loves Labours Lost,4.1.54,PRINCESS
53899,Loves Labours Lost,4.1.55,PRINCESS
53900,Loves Labours Lost,4.1.56,BOYET
53901,Loves Labours Lost,4.1.57,BOYET
53902,Loves Labours Lost,4.1.58,BOYET
53903,Loves Labours Lost,4.1.59,PRINCESS
53904,Loves Labours Lost,4.1.60,PRINCESS
53906,Loves Labours Lost,4.1.61,BOYET
53907,Loves Labours Lost,4.1.62,BOYET
53908,Loves Labours Lost,4.1.63,BOYET
53909,Loves Labours Lost,4.1.64,BOYET
53910,Loves Labours Lost,4.1.65,BOYET
53911,Loves Labours Lost,4.1.66,BOYET
53912,Loves Labours Lost,4.1.67,BOYET
53913,Loves Labours Lost,4.1.68,BOYET
53914,Loves Labours Lost,4.1.69,BOYET
53915,Loves Labours Lost,4.1.70,BOYET
53916,Loves Labours Lost,4.1.71,BOYET
53917,Loves Labours Lost,4.1.72,BOYET
53918,Loves Labours Lost,4.1.73,BOYET
53919,Loves Labours Lost,4.1.74,BOYET
53920,Loves Labours Lost,4.1.75,BOYET
53921,Loves Labours Lost,4.1.76,BOYET
53922,Loves Labours Lost,4.1.77,BOYET
53923,Loves Labours Lost,4.1.78,BOYET
53924,Loves Labours Lost,4.1.79,BOYET
53925,Loves Labours Lost,4.1.80,BOYET
53926,Loves Labours Lost,4.1.81,BOYET
53927,Loves Labours Lost,4.1.82,BOYET
53928,Loves Labours Lost,4.1.83,BOYET
53929,Loves Labours Lost,4.1.84,BOYET
53930,Loves Labours Lost,4.1.85,BOYET
53931,Loves Labours Lost,4.1.86,BOYET
53932,Loves Labours Lost,4.1.87,BOYET
53933,Loves Labours Lost,4.1.88,BOYET
53934,Loves Labours Lost,4.1.89,BOYET
53935,Loves Labours Lost,4.1.90,BOYET
53936,Loves Labours Lost,4.1.91,BOYET
53937,Loves Labours Lost,4.1.92,BOYET
53938,Loves Labours Lost,4.1.93,BOYET
53939,Loves Labours Lost,4.1.94,BOYET
53940,Loves Labours Lost,4.1.95,BOYET
53941,Loves Labours Lost,4.1.96,PRINCESS
53942,Loves Labours Lost,4.1.97,PRINCESS
53943,Loves Labours Lost,4.1.98,BOYET
53944,Loves Labours Lost,4.1.99,PRINCESS
53945,Loves Labours Lost,4.1.100,BOYET
53946,Loves Labours Lost,4.1.101,BOYET
53947,Loves Labours Lost,4.1.102,BOYET
53948,Loves Labours Lost,4.1.103,PRINCESS
53949,Loves Labours Lost,4.1.104,PRINCESS
53950,Loves Labours Lost,4.1.105,COSTARD
53951,Loves Labours Lost,4.1.106,PRINCESS
53952,Loves Labours Lost,4.1.107,COSTARD
53953,Loves Labours Lost,4.1.108,PRINCESS
53954,Loves Labours Lost,4.1.109,COSTARD
53955,Loves Labours Lost,4.1.110,COSTARD
53956,Loves Labours Lost,4.1.111,PRINCESS
53958,Loves Labours Lost,4.1.112,PRINCESS
53960,Loves Labours Lost,4.1.113,BOYET
53961,Loves Labours Lost,4.1.114,ROSALINE
53962,Loves Labours Lost,4.1.115,BOYET
53963,Loves Labours Lost,4.1.116,ROSALINE
53964,Loves Labours Lost,4.1.117,ROSALINE
53965,Loves Labours Lost,4.1.118,BOYET
53966,Loves Labours Lost,4.1.119,BOYET
53967,Loves Labours Lost,4.1.120,BOYET
53968,Loves Labours Lost,4.1.121,ROSALINE
53969,Loves Labours Lost,4.1.122,BOYET
53970,Loves Labours Lost,4.1.123,ROSALINE
53971,Loves Labours Lost,4.1.124,ROSALINE
53972,Loves Labours Lost,4.1.125,MARIA
53973,Loves Labours Lost,4.1.126,MARIA
53974,Loves Labours Lost,4.1.127,BOYET
53975,Loves Labours Lost,4.1.128,ROSALINE
53976,Loves Labours Lost,4.1.129,ROSALINE
53977,Loves Labours Lost,4.1.130,ROSALINE
53978,Loves Labours Lost,4.1.131,BOYET
53979,Loves Labours Lost,4.1.132,BOYET
53980,Loves Labours Lost,4.1.133,BOYET
53981,Loves Labours Lost,4.1.134,ROSALINE
53982,Loves Labours Lost,4.1.135,ROSALINE
53983,Loves Labours Lost,4.1.136,BOYET
53984,Loves Labours Lost,4.1.137,BOYET
53986,Loves Labours Lost,4.1.138,COSTARD
53987,Loves Labours Lost,4.1.139,MARIA
53988,Loves Labours Lost,4.1.140,BOYET
53989,Loves Labours Lost,4.1.141,BOYET
53990,Loves Labours Lost,4.1.142,MARIA
53991,Loves Labours Lost,4.1.143,COSTARD
53992,Loves Labours Lost,4.1.144,BOYET
53993,Loves Labours Lost,4.1.145,COSTARD
53994,Loves Labours Lost,4.1.146,MARIA
53995,Loves Labours Lost,4.1.147,COSTARD
53996,Loves Labours Lost,4.1.148,BOYET
53998,Loves Labours Lost,4.1.149,COSTARD
53999,Loves Labours Lost,4.1.150,COSTARD
54000,Loves Labours Lost,4.1.151,COSTARD
54001,Loves Labours Lost,4.1.152,COSTARD
54002,Loves Labours Lost,4.1.153,COSTARD
54003,Loves Labours Lost,4.1.154,COSTARD
54004,Loves Labours Lost,4.1.155,COSTARD
54005,Loves Labours Lost,4.1.156,COSTARD
54006,Loves Labours Lost,4.1.157,COSTARD
54007,Loves Labours Lost,4.1.158,COSTARD
54008,Loves Labours Lost,4.1.159,COSTARD
54009,Loves Labours Lost,4.1.160,COSTARD
54010,Loves Labours Lost,4.1.161,COSTARD
54013,Loves Labours Lost,4.1.162,COSTARD
54016,Loves Labours Lost,4.2.1,SIR NATHANIEL
54017,Loves Labours Lost,4.2.2,SIR NATHANIEL
54018,Loves Labours Lost,4.2.3,HOLOFERNES
54019,Loves Labours Lost,4.2.4,HOLOFERNES
54020,Loves Labours Lost,4.2.5,HOLOFERNES
54021,Loves Labours Lost,4.2.6,HOLOFERNES
54022,Loves Labours Lost,4.2.7,HOLOFERNES
54023,Loves Labours Lost,4.2.8,SIR NATHANIEL
54024,Loves Labours Lost,4.2.9,SIR NATHANIEL
54025,Loves Labours Lost,4.2.10,SIR NATHANIEL
54026,Loves Labours Lost,4.2.11,HOLOFERNES
54027,Loves Labours Lost,4.2.12,DULL
54028,Loves Labours Lost,4.2.13,HOLOFERNES
54029,Loves Labours Lost,4.2.14,HOLOFERNES
54030,Loves Labours Lost,4.2.15,HOLOFERNES
54031,Loves Labours Lost,4.2.16,HOLOFERNES
54032,Loves Labours Lost,4.2.17,HOLOFERNES
54033,Loves Labours Lost,4.2.18,HOLOFERNES
54034,Loves Labours Lost,4.2.19,HOLOFERNES
54035,Loves Labours Lost,4.2.20,HOLOFERNES
54036,Loves Labours Lost,4.2.21,DULL
54037,Loves Labours Lost,4.2.22,HOLOFERNES
54038,Loves Labours Lost,4.2.23,HOLOFERNES
54039,Loves Labours Lost,4.2.24,SIR NATHANIEL
54040,Loves Labours Lost,4.2.25,SIR NATHANIEL
54041,Loves Labours Lost,4.2.26,SIR NATHANIEL
54042,Loves Labours Lost,4.2.27,SIR NATHANIEL
54043,Loves Labours Lost,4.2.28,SIR NATHANIEL
54044,Loves Labours Lost,4.2.29,SIR NATHANIEL
54045,Loves Labours Lost,4.2.30,SIR NATHANIEL
54046,Loves Labours Lost,4.2.31,SIR NATHANIEL
54047,Loves Labours Lost,4.2.32,SIR NATHANIEL
54048,Loves Labours Lost,4.2.33,SIR NATHANIEL
54049,Loves Labours Lost,4.2.34,SIR NATHANIEL
54050,Loves Labours Lost,4.2.35,SIR NATHANIEL
54051,Loves Labours Lost,4.2.36,SIR NATHANIEL
54052,Loves Labours Lost,4.2.37,DULL
54053,Loves Labours Lost,4.2.38,DULL
54054,Loves Labours Lost,4.2.39,DULL
54055,Loves Labours Lost,4.2.40,HOLOFERNES
54056,Loves Labours Lost,4.2.41,DULL
54057,Loves Labours Lost,4.2.42,SIR NATHANIEL
54058,Loves Labours Lost,4.2.43,HOLOFERNES
54059,Loves Labours Lost,4.2.44,HOLOFERNES
54060,Loves Labours Lost,4.2.45,HOLOFERNES
54061,Loves Labours Lost,4.2.46,HOLOFERNES
54062,Loves Labours Lost,4.2.47,DULL
54063,Loves Labours Lost,4.2.48,HOLOFERNES
54064,Loves Labours Lost,4.2.49,HOLOFERNES
54065,Loves Labours Lost,4.2.50,DULL
54066,Loves Labours Lost,4.2.51,DULL
54067,Loves Labours Lost,4.2.52,DULL
54068,Loves Labours Lost,4.2.53,HOLOFERNES
54069,Loves Labours Lost,4.2.54,HOLOFERNES
54070,Loves Labours Lost,4.2.55,HOLOFERNES
54071,Loves Labours Lost,4.2.56,SIR NATHANIEL
54072,Loves Labours Lost,4.2.57,SIR NATHANIEL
54073,Loves Labours Lost,4.2.58,HOLOFERNES
54074,Loves Labours Lost,4.2.59,HOLOFERNES
54075,Loves Labours Lost,4.2.60,HOLOFERNES
54076,Loves Labours Lost,4.2.61,HOLOFERNES
54077,Loves Labours Lost,4.2.62,HOLOFERNES
54078,Loves Labours Lost,4.2.63,HOLOFERNES
54079,Loves Labours Lost,4.2.64,HOLOFERNES
